id,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,market_cap,phone_number,address,description,sic_code,sic_description,ticker_root,homepage_url,total_employees,list_date,branding,share_class_shares_outstanding,weighted_shares_outstanding,round_lot,updated,ticker_suffix,is_test
67,HOLI,"Hollsys Automation Technologies INTERNATIONAL, LTD. COMMON (British Virgin Island)",stocks,us,XNAS,CS,1,usd,1357450.0,,,,,,,,,HOLI,,,,,62200000.0,,100.0,,,
68,CMTL,Comtech Telecommunications,stocks,us,XNAS,CS,1,usd,23197.0,BBG000BFW9K6,BBG001S5PYN8,,(480) 333-2200,"{'address1': '305 N 54TH STREET', 'city': 'CHANDLER', 'state': 'AZ', 'postal_code': '85226'}",,3663.0,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,CMTL,,,,,28490000.0,,100.0,,,
69,NCPL,Netcapital Inc. Common Stock,stocks,us,XNAS,CS,1,usd,1414767.0,BBG000BYGJV9,BBG001SJRK47,,(781) 925-1700,"{'address1': '1 LINCOLN STREET', 'city': 'BOSTON', 'state': 'MA', 'postal_code': '02111'}",,6199.0,FINANCE SERVICES,NCPL,,,,,34910000.0,,100.0,,,
70,ZM,"Zoom Video Communications, Inc. Class A Common Stock",stocks,us,XNAS,CS,1,usd,1585521.0,BBG0042V6JM8,BBG0042V6JN7,,(888) 799-9666,"{'address1': '55 ALMADEN BOULEVARD, 6TH FLOOR', 'city': 'SAN JOSE', 'state': 'CA', 'postal_code': '95113'}",,7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",ZM,,,,,263620000.0,,100.0,,,
71,MTUM,iShares MSCI USA Momentum Factor ETF,stocks,us,BATS,ETF,1,usd,1100663.0,BBG004FPTZB8,BBG004FPV022,,,,,,,MTUM,,,,,53800000.0,,100.0,,,
72,ECOW,Pacer Emerging Markets Cash Cows 100 ETF,stocks,us,XNAS,ETF,1,usd,1616668.0,BBG00P1MK298,BBG00P1MK314,,,,,,,ECOW,,,,,4850000.0,,100.0,,,
73,EGHT,"8x8, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1023731.0,BBG000BCGHH7,BBG001S6JC97,,(408) 727-1885,"{'address1': '675 CREEKSIDE WAY', 'city': 'CAMPBELL', 'state': 'CA', 'postal_code': '95008'}",,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,EGHT,,,,,127960000.0,,100.0,,,
74,DOCU,"DocuSign, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1261333.0,BBG000N7KJX8,BBG001T535D5,,415-489-4940,"{'address1': '221 MAIN ST., SUITE 1550', 'city': 'SAN FRANCISCO', 'state': 'CA', 'postal_code': '94105'}",,7372.0,SERVICES-PREPACKAGED SOFTWARE,DOCU,,,,,204720000.0,,100.0,,,
75,KRON,"Kronos Bio, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1741830.0,BBG00L072923,BBG00L072932,,(650) 781-5200,"{'address1': '1300 S. EL CAMINO REAL', 'address2': 'SUITE 400', 'city': 'SAN MATEO', 'state': 'CA', 'postal_code': '94402'}",,2834.0,PHARMACEUTICAL PREPARATIONS,KRON,,,,,60090000.0,,100.0,,,
76,FORD,Forward Industries Inc-N Y,stocks,us,XNAS,CS,1,usd,38264.0,BBG000BJRHG1,BBG001S5R9H8,,631-547-3055,"{'address1': '700 VETERANS MEMORIAL HWY, SUITE 100', 'city': 'HAUPPAUGE', 'state': 'NY', 'postal_code': '11788'}",,3089.0,"PLASTICS PRODUCTS, NEC",FORD,,,,,1010000.0,,100.0,,,
77,PPLT,abrdn Physical Platinum Shares ETF,stocks,us,ARCX,ETV,1,usd,1460235.0,BBG000Q4V1R6,BBG001T6GDY9,,215-405-5700,"{'address1': 'C/O ABRDN', 'address2': '1900 MARKET STREET, SUITE 200', 'city': 'PHILADELPHIA', 'state': 'PA', 'postal_code': '19103'}",,6221.0,COMMODITY CONTRACTS BROKERS & DEALERS,PPLT,,,,,11350000.0,,100.0,,,
78,NRXP,"NRX Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1719406.0,BBG00JCWDN63,BBG00JCWDNX3,,484-254-6134,"{'address1': '1201 ORANGE STREET', 'address2': 'SUITE 600', 'city': 'WILMINGTON', 'state': 'DE', 'postal_code': '19801'}",,2834.0,PHARMACEUTICAL PREPARATIONS,NRXP,,,,,10700000.0,,100.0,,,
79,LLAP.WS,"Terran Orbital Corporation Redeemable Warrants, each whole warrant exercisable for one share of Common Stock at an exercise price of $11.50",stocks,us,XNYS,WARRANT,1,usd,1835512.0,BBG0101JBRH5,,,(561) 988-1704,"{'address1': '6800 BROKEN SOUND PARKWAY, SUITE 200', 'city': 'BOCA RATON', 'state': 'FL', 'postal_code': '33487'}",,3760.0,GUIDED MISSILES & SPACE VEHICLES & PARTS,LLAP,,,,,201280000.0,,100.0,,WS,
80,AKRO,"Akero Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1744659.0,BBG00L9211Y8,BBG00L9211Z7,1625048664.5,650-487-6488,"{'address1': '601 GATEWAY BOULEVARD, SUITE 350', 'city': 'SOUTH SAN FRANCISCO', 'state': 'CA', 'postal_code': '94080'}","Akero Therapeutics Inc is a clinical-stage biotechnology company focused on developing and commercializing transformative treatments for serious metabolic diseases with high unmet medical needs. Its focus is nonalcoholic steatohepatitis, or NASH, a disease without any approved therapies. The company's product candidate efruxifermin is an FGF21 analog with properties that has the potential to address the core processes underlying NASH pathogenesis.",2834.0,PHARMACEUTICAL PREPARATIONS,AKRO,https://www.akerotx.com,58.0,2019-06-20,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YWtlcm90eC5jb20/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/YWtlcm90eC5jb20/images/2024-06-01_icon.png'}",69150000.0,69151007.0,100.0,,,
81,CpN,Citigroup Capital XIII 7.875% Fixed Rate/Floating Rate Trust Preferred Securities,stocks,us,XNYS,PFD,1,usd,831001.0,,,,(212) 559-1000,"{'address1': '388 GREENWICH STREET', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10013'}","Citigroup Capital XIII is a statutory trust. It is engaged in issuing preferred securities in connection with the issuance of junior subordinated debt securities under indenture, junior subordinated debt indentures or junior subordinated debt indentures.",6021.0,NATIONAL COMMERCIAL BANKS,C,https://www.citigroup.com,,2010-10-12,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/Y2l0aWdyb3VwLmNvbQ/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/Y2l0aWdyb3VwLmNvbQ/images/2024-06-01_icon.png'}",89840000.0,,100.0,,PRN,
82,BIV,Vanguard Intermediate-Term Bond ETF,stocks,us,ARCX,ETF,1,usd,794105.0,BBG000R44SW0,BBG001ST39R1,,,,,,,BIV,,,,,239350000.0,,100.0,,,
83,EDOC,Global X Telemedicine & Digital Health ETF,stocks,us,XNAS,ETF,1,usd,1432353.0,BBG00WCNXFP8,BBG00WCNXGG6,,,,,,,EDOC,,,,,5030000.0,,100.0,,,
84,GSIE,Goldman Sachs ActiveBeta International Equity ETF,stocks,us,ARCX,ETF,1,usd,1479026.0,BBG00BDMWQD5,BBG00BDMWQF3,,,,,,,GSIE,,,,,105700000.0,,100.0,,,
85,UEC,Uranium Energy Corp.,stocks,us,XASE,CS,1,usd,1334933.0,BBG000LCK3Q2,BBG001SK6158,,361-888-8235,"{'address1': '1830 - 1188 WEST GEORGIA STREET', 'city': 'VANCOUVER', 'state': 'A1', 'postal_code': 'V6E 4A2'}",,1090.0,MISCELLANEOUS METAL ORES,UEC,,,,,408780000.0,,100.0,,,
86,KUKE,"Kuke Music Holding Limited American Depositary Shares, each representing one Ordinary Share",stocks,us,XNYS,ADRC,1,usd,1809158.0,BBG00YM2QGN7,BBG00YM2QHH2,,,,,,,KUKE,,,,,29970000.0,,100.0,,,
87,CWH,"Camping World Holdings, Inc.",stocks,us,XNYS,CS,1,usd,1669779.0,BBG00D2Z7X83,BBG00D2Z7X92,,(847) 808-3000,"{'address1': '2 MARRIOTT DRIVE', 'city': 'LINCOLNSHIRE', 'state': 'IL', 'postal_code': '60069'}",,5500.0,RETAIL-AUTO DEALERS & GASOLINE STATIONS,CWH,,,,,45070000.0,,100.0,,,
88,BSEP,Innovator U.S. Equity Buffer ETF - September,stocks,us,BATS,ETF,1,usd,1415726.0,BBG00Q4022R1,BBG00Q4023H0,,,,,,,BSEP,,,,,3380000.0,,100.0,,,
89,FXU,First Trust Utilities AlphaDEX Fund,stocks,us,ARCX,ETF,1,usd,1125816.0,BBG000R6B8K4,BBG001ST68P2,,,,,,,FXU,,,,,7000000.0,,100.0,,,
90,XLY,Consumer Discretionary Select Sector SPDR Fund,stocks,us,ARCX,ETF,1,usd,1064641.0,BBG000BJ1MF9,BBG001S7T1Q9,,,,,,,XLY,,,,,105500000.0,,100.0,,,
91,HCM,HUTCHMED (China) Limited American Depositary Shares,stocks,us,XNAS,ADRC,1,usd,1648257.0,BBG00B6VCGJ1,BBG00B6VCGK9,,,,,,,HCM,,,,,871270000.0,,100.0,,,
92,JNK,SPDR Bloomberg High Yield Bond ETF,stocks,us,ARCX,ETF,1,usd,1064642.0,BBG000NXDKM8,BBG001SQS7X7,,,,,,,JNK,,,,,88280000.0,,100.0,,,
93,VNQI,Vanguard Global ex-U.S. Real Estate ETF,stocks,us,XNAS,ETF,1,usd,857489.0,BBG001877Z08,BBG001TCVT65,,,,,,,VNQI,,,,,82380000.0,,100.0,,,
94,GILD,Gilead Sciences Inc,stocks,us,XNAS,CS,1,usd,882095.0,BBG000CKGBP2,BBG001S6Y1X7,86723841878.49,(650) 574-3000,"{'address1': '333 LAKESIDE DR', 'city': 'FOSTER CITY', 'state': 'CA', 'postal_code': '94404'}","Gilead Sciences develops and markets therapies to treat life-threatening infectious diseases, with the core of its portfolio focused on HIV and hepatitis B and C. The acquisitions of Corus Pharma, Myogen, CV Therapeutics, Arresto Biosciences, and Calistoga have broadened this focus to include pulmonary and cardiovascular diseases and cancer. Gilead's acquisition of Pharmasset brought rights to hepatitis C drug Sovaldi, which is also part of combination drug Harvoni, and the Kite, Forty Seven, and Immunomedics acquisitions boost Gilead's exposure to cell therapy and noncell therapy in oncology.",2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",GILD,https://www.gilead.com,18000.0,1992-01-22,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/Z2lsZWFkLmNvbQ/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/Z2lsZWFkLmNvbQ/images/2024-06-01_icon.png'}",1245850000.0,1245853209.0,100.0,,,
95,NGNE,"Neurogene, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1404644.0,BBG005Y0QDK1,BBG005Y0QF99,,(877) 237-5020,"{'address1': '535 W 24TH STREET', 'address2': '5TH FLOOR', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10011'}",,2834.0,PHARMACEUTICAL PREPARATIONS,NGNE,,,,,12980000.0,,100.0,,,
96,ONEV,SPDR Russell 1000 Low Volatility ETF,stocks,us,ARCX,ETF,1,usd,1064642.0,BBG00BL3NRB8,BBG00BL3NRC7,,,,,,,ONEV,,,,,5340000.0,,100.0,,,
97,PSLV,Sprott Physical Silver Trust,stocks,us,ARCX,ETV,1,usd,1494728.0,BBG0015XH000,BBG001T96GD0,4788258455.08,,,"Sprott Physical Silver Trust is a closed-end mutual fund trust, created to invest and hold substantially all of its assets in physical silver bullion. The Trust seeks to provide a secure, convenient, and exchange-traded investment alternative for investors interested in holding physical silver bullion without the inconvenience that is typical of a direct investment in physical silver bullion. The Trust achieves its objective by investing mainly in long-term holdings of unencumbered, fully allocated, physical silver bullion and does not speculate with regard to short-term changes in silver prices.",,,PSLV,https://sprott.com,,2010-10-29,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/c3Byb3R0LmNvbQ/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/c3Byb3R0LmNvbQ/images/2024-06-01_icon.jpeg'}",488640000.0,487602694.0,100.0,,,
98,RDVT,"Red Violet, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1720116.0,BBG00HNGGZ88,BBG00HNGGZZ8,,(561) 757-4000,"{'address1': '2650 NORTH MILITARY TRAIL', 'address2': 'SUITE 300', 'city': 'BOCA RATON', 'state': 'FL', 'postal_code': '33431'}",,7372.0,SERVICES-PREPACKAGED SOFTWARE,RDVT,,,,,13730000.0,,100.0,,,
99,SLV,iShares Silver Trust,stocks,us,ARCX,ETV,1,usd,1330568.0,BBG000NDCRW7,BBG001SQLN69,,415-670-2000,"{'address1': '400 HOWARD STREET', 'city': 'SAN FRANCISCO', 'state': 'CA', 'postal_code': '94105'}",,6221.0,COMMODITY CONTRACTS BROKERS & DEALERS,SLV,,,2006-04-28,,476050000.0,,100.0,,,
100,TOVX,"Theriva Biologics, Inc.",stocks,us,XASE,CS,1,usd,894158.0,BBG000BV6QX8,BBG001S77L07,,(734) 332-7800,"{'address1': '9605 MEDICAL CENTER DRIVE', 'address2': 'SUITE 270', 'city': 'ROCKVILLE', 'state': 'MD', 'postal_code': '20850'}",,2834.0,PHARMACEUTICAL PREPARATIONS,TOVX,,,,,17280000.0,,100.0,,,
101,HSCZ,iShares Currency Hedged MSCI EAFE Small-Cap ETF,stocks,us,ARCX,ETF,1,usd,1100663.0,BBG009HYWS28,BBG009HYWS37,,,,,,,HSCZ,,,,,4380000.0,,100.0,,,
102,DBJP,Xtrackers MSCI Japan Hedged Equity ETF,stocks,us,ARCX,ETF,1,usd,1503123.0,BBG001QVXFK8,BBG001V1QP15,,,,,,,DBJP,,,,,5700000.0,,100.0,,,
103,JOBY,"Joby Aviation, Inc.",stocks,us,XNYS,CS,1,usd,1819848.0,,,,831-201-6700,"{'address1': '333 ENCINAL STREET', 'city': 'SANTA CRUZ', 'state': 'CA', 'postal_code': '95060'}",,3721.0,AIRCRAFT,JOBY,,,,,708440000.0,,100.0,,,
104,MGRM,Monogram Technologies Inc. Common Stock,stocks,us,XNAS,CS,1,usd,1769759.0,BBG01GP11BV3,BBG01GP11CQ7,,(718) 576-3205,"{'address1': '53 BRIDGE STREET UNIT 507', 'city': 'BROOKLYN', 'state': 'NY', 'postal_code': '11201'}",,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,MGRM,,,,,31670000.0,,100.0,,,
105,FLDR,Fidelity Low Duration Bond Factor ETF,stocks,us,BATS,ETF,1,usd,1562565.0,BBG00L4J99Z0,BBG00L4J9BR4,,,,,,,FLDR,,,,,9850000.0,,100.0,,,
106,CEVA,CEVA Inc.,stocks,us,XNAS,CS,1,usd,1173489.0,BBG000BN3P07,BBG001S9R702,433675591.38,240-308-8328,"{'address1': '15245 SHADY GROVE ROAD', 'address2': 'SUITE 400', 'city': 'ROCKVILLE', 'state': 'MD', 'postal_code': '20850'}","CEVA Inc is a licensor of signal-processing intellectual property. Through partnerships with semiconductor companies and original equipment manufacturers globally, the company helps produce devices for a range of end markets. OEMs and semiconductor companies choose to sell products with CEVA equipment to wireless, consumer, automotive, and Internet of Things companies. Revenue is derived primarily from licensing fees and related revenue, and royalties generated from the shipments of products utilizing its intellectual properties. CEVA also engages in the training and sale of development systems.",7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",CEVA,https://www.ceva-dsp.com,424.0,2002-11-01,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/Y2V2YS1kc3AuY29t/images/2024-06-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/Y2V2YS1kc3AuY29t/images/2024-06-01_icon.jpeg'}",23580000.0,23582142.0,100.0,,,
107,JGLO,JPMorgan Global Select Equity ETF,stocks,us,XNAS,ETF,1,usd,1485894.0,BBG01J1LP430,BBG01J1LP500,,,,,,,JGLO,,,,,55000000.0,,100.0,,,
108,SSRM,SSR Mining Inc.,stocks,us,XNAS,CS,1,usd,921638.0,BBG000C0RWX9,BBG001S6JSX5,,303-391-3060,"{'address1': '6900 E LAYTON AVE, SUITE 1300', 'city': 'DENVER', 'state': 'CO', 'postal_code': '80237'}",,6795.0,MINERAL ROYALTY TRADERS,SSRM,,,,,202090000.0,,100.0,,,
109,CORZ,"Core Scientific, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1839341.0,BBG01L5GH011,BBG01L5GH1G3,,(425) 998-5300,"{'address1': '106 EAST 6TH STREET, SUITE 900-145', 'city': 'AUSTIN', 'state': 'TX', 'postal_code': '78701'}",,6199.0,FINANCE SERVICES,CORZ,,,,,177780000.0,,100.0,,,
110,LAND,Gladstone Land Corporation,stocks,us,XNAS,CS,1,usd,1495240.0,BBG0014JY842,BBG001TB7TR1,469841974.62,703-287-5800,"{'address1': '1521 WESTBRANCH DRIVE', 'address2': 'SUITE 100', 'city': 'MCLEAN', 'state': 'VA', 'postal_code': '22102'}","Gladstone Land Corp is an externally-managed, agricultural REIT. It is mainly in the business of owning and leasing farmland. It manages operations in one reporting segment. It is focused on the ownership of high-quality farms and farm-related properties that are leased on a triple-net basis to tenants with a strong operating history and deep farming resources. The farmland is predominantly concentrated in locations where farmers are able to grow either fresh produce annual row crops (e.g., certain berries and vegetables), which are typically planted and harvested annually, or certain permanent crops (e.g., almonds, blueberries, pistachios, and wine grapes). To a much lesser extent, it also own farms that grow certain commodity crops (e.g., corn and beans).",6798.0,REAL ESTATE INVESTMENT TRUSTS,LAND,https://www.gladstonefarms.com,,2013-01-29,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/Z2xhZHN0b25lZmFybXMuY29t/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/Z2xhZHN0b25lZmFybXMuY29t/images/2024-06-01_icon.jpeg'}",35840000.0,35838442.0,100.0,,,
111,SB,"Safe Bulkers, Inc.",stocks,us,XNYS,CS,1,usd,1434754.0,,,,,,,,,SB,,,,,106760000.0,,100.0,,,
112,DLPN,"Dolphin Entertainment, Inc.",stocks,us,XNAS,CS,1,usd,1282224.0,BBG000H4XLP2,BBG001SP3MC6,,305-774-0407,"{'address1': '150 ALHAMBRA CIRCLE', 'address2': 'SUITE 1200', 'city': 'CORAL GABLES', 'state': 'FL', 'postal_code': '33134'}",,7200.0,SERVICES-PERSONAL SERVICES,DLPN,,,,,18960000.0,,100.0,,,
113,DDOG,"Datadog, Inc. Class A Common Stock",stocks,us,XNAS,CS,1,usd,1561550.0,BBG003NJHZT9,BBG003NJHZW5,,866-329-4466,"{'address1': '620 EIGHTH AVENUE, 45TH FLOOR', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10018'}",,7372.0,SERVICES-PREPACKAGED SOFTWARE,DDOG,,,,,308460000.0,,100.0,,,
114,RNRpF,"RenaissanceRe Holdings Ltd. Depositary Shares, each Representing a 1/1,000th Interest in a 5.750% Series F Preference Share",stocks,us,XNYS,PFD,1,usd,913144.0,,,,(441) 295-4513,"{'address1': 'RENAISSANCE HOUSE', 'address2': '12 CROW LANE', 'city': 'PEMBROKE', 'state': 'D0', 'postal_code': 'HM19'}",,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",RNR,,,,,10000000.0,,100.0,,PRF,
115,FPRO,Fidelity Real Estate Investment ETF,stocks,us,BATS,ETF,1,usd,945908.0,BBG00Z4JG0Y1,BBG00Z4JG1V2,,,,,,,FPRO,,,,,580000.0,,100.0,,,
116,SDOG,ALPS Sector Dividend Dogs ETF,stocks,us,ARCX,ETF,1,usd,1414040.0,BBG0035HP6R0,BBG0035HP7H9,,,,,,,SDOG,,,,,21210000.0,,100.0,,,
117,OWL,Blue Owl Capital Inc.,stocks,us,XNYS,CS,1,usd,1823945.0,BBG00XV417R8,BBG00XV417S7,,(212) 419-3000,"{'address1': '399 PARK AVENUE, 37TH FLOOR', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10022'}",,6282.0,INVESTMENT ADVICE,OWL,,,,,500880000.0,,100.0,,,
118,ESP,Espey Mfg. & Electronics Corp,stocks,us,XASE,CS,1,usd,33533.0,BBG000BJ2HP8,BBG001S5QYG5,58180502.98,(518) 584-4100,"{'address1': '233 BALLSTON AVE', 'address2': 'COR. CONGRESS & BALLSTON AVES.', 'city': 'SARATOGA SPRINGS', 'state': 'NY', 'postal_code': '12866'}","Espey Manufacturing & Electronics Corp designs, develops, tests, and manufactures specialized military and rugged industrial power supplies and transformers for use in harsh or severe environment applications. Its products and solutions include power converters, power conditioning, high-voltage radar, contract manufacturing, custom engineering, and others. The applications of these products include AC and DC locomotives, shipboard power, shipboard radar, airborne power, ground-based radar, and ground mobile power.",3679.0,"ELECTRONIC COMPONENTS, NEC",ESP,https://www.espey.com,150.0,1992-03-17,{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/ZXNwZXkuY29t/images/2024-06-01_logo.png'},2730000.0,2732762.0,100.0,,,
119,TRUG,"TruGolf Holdings, Inc. Class A Common Stock",stocks,us,XNAS,CS,1,usd,1857086.0,BBG012LSMN95,BBG012LSMPG2,,(954) 424-2345,"{'address1': '7951 S.W. 6TH STREET, SUITE 216', 'city': 'PLANTATION', 'state': 'FL', 'postal_code': '33324'}",,3949.0,"SPORTING & ATHLETIC GOODS, NEC",TRUG,,,,,11540000.0,,100.0,,,
120,STR,Sitio Royalties Corp.,stocks,us,XNYS,CS,1,usd,1949543.0,BBG01C36Y855,BBG01C36Y873,,(720) 640-7620,"{'address1': '1401 LAWRENCE STREET', 'address2': 'SUITE 1750', 'city': 'DENVER', 'state': 'CO', 'postal_code': '80202'}",,1311.0,CRUDE PETROLEUM & NATURAL GAS,STR,,,,,80620000.0,,100.0,,,
121,PLAB,Photronics Inc,stocks,us,XNAS,CS,1,usd,810136.0,BBG000BR9JS6,BBG001S5V7C2,1561035512.96,(203) 775-9000,"{'address1': '15 SECOR ROAD', 'address2': 'PO BOX 5226', 'city': 'BROOKFIELD', 'state': 'CT', 'postal_code': '06804'}","Photronics Inc is a U.S.-based company that is principally engaged in manufacturing photomasks. The photomasks are photographic quartz plates that contain microscopic images of electronic circuits that are used as a component in the manufacture of integrated circuits and flat-panel displays. The revenue from products designed for integrated circuits production accounts for the majority of total revenue, with the rest derived from products for flat-panel display production. The company's assets are located in Taiwan, Korea, and the United States. It generates revenue worldwide, including in the United States, Europe, Taiwan, Korea, China, and elsewhere in Asia, with Taiwan contributing the majority of total revenue.",3674.0,SEMICONDUCTORS & RELATED DEVICES,PLAB,https://www.photronics.com,1885.0,1987-03-10,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/cGhvdHJvbmljcy5jb20/images/2024-06-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/cGhvdHJvbmljcy5jb20/images/2024-06-01_icon.jpeg'}",63350000.0,63353714.0,100.0,,,
122,BEEP,Mobile Infrastructure Corporation,stocks,us,XASE,CS,1,usd,1847874.0,BBG0104PDLN2,BBG0104PDMH7,,(513) 834-5110,"{'address1': '30 W. 4TH STREET', 'city': 'CINCINNATI', 'state': 'OH', 'postal_code': '45202'}",,6500.0,REAL ESTATE,BEEP,,,,,30900000.0,,100.0,,,
123,CRS,Carpenter Technology Corp,stocks,us,XNYS,CS,1,usd,17843.0,BBG000BGCQT9,BBG001S5Q5M1,5065500245.48,(610) 208-2000,"{'address1': 'BNY MELLON BUILDING', 'address2': '1735 MARKET STREET, 15TH FL', 'city': 'PHILADELPHIA', 'state': 'PA', 'postal_code': '19103'}","Carpenter Technology Corp supplies specialty metals to a variety of end markets, including aerospace and defense, industrial machinery and consumer durables, medical, and energy, among others. The company's segment includes Specialty Alloys Operations and Performance Engineered Products. It generates maximum revenue from the Specialty Alloys Operations segment. The SAO segment is comprised of the company's major premium alloy and stainless steel manufacturing operations. This includes operations performed at mills primarily in Reading and Latrobe, Pennsylvania, and surrounding areas as well as South Carolina and Alabama.",3312.0,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",CRS,https://www.carpentertechnology.com,4500.0,1968-11-06,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/Y2FycGVudGVydGVjaG5vbG9neS5jb20/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/Y2FycGVudGVydGVjaG5vbG9neS5jb20/images/2024-06-01_icon.jpeg'}",49610000.0,49608268.0,100.0,,,
